time,600,602.5,605,607.5,610,612.5,615,617.5,620,622.5,625,627.5,630,632.5,635,637.5,640,642.5,645,647.5,650,652.5,655,657.5,660,662.5,665,667.5,670,672.5,675,677.5,680,682.5,685,687.5,690,692.5,695,697.5,700,702.5,705,707.5,710,712.5,715,717.5,720,722.5,725
-5,0.14901,-0.041479,0.19431,0.45691,-0.070245,-0.07024,0.47377,0.23023,-0.14084,0.16277,-0.13902,-0.13972,0.072593,-0.57398,-0.51747,-0.16868,-0.30384,0.094281,-0.2724,-0.42368,0.4397,-0.067726,0.020265,-0.42742,-0.16331,0.033283,-0.34529,0.11271,-0.18019,-0.087504,-0.18051,0.55569,-0.0040463,-0.31731,0.24677,-0.36625,0.062661,-0.5879,-0.39845,0.059059,0.22154,0.051411,-0.034694,-0.090331,-0.44356,-0.21595,-0.13819,0.31714,0.10309,-0.52891,0.097225
-4.5,-0.11552,-0.20307,0.18351,0.30931,0.27939,-0.25175,-0.092749,0.099398,0.29269,-0.14372,-0.055664,-0.33186,-0.35882,0.24381,0.40693,-0.021538,0.30113,0.10857,-0.19346,0.1085,0.46149,-0.010665,0.46947,-0.78584,0.24665,0.026186,-0.089635,0.02759,-0.59621,-0.065851,0.10718,0.44341,-0.15545,-0.24252,-0.1505,0.27464,0.098645,-0.15891,0.154,0.029136,0.2906,-0.21061,-0.09829,-0.11763,-0.43905,0.088841,0.078321,0.0015376,-0.070373,-0.42461,-0.12619
-4,-0.10279,-0.24065,-0.048341,0.12128,0.56594,0.052479,0.077401,-0.022163,-0.57542,-0.0076955,0.018379,0.73934,-0.057284,0.090948,-0.009871,-0.35,0.3435,0.22627,0.23804,-0.27206,0.42161,-0.41979,0.17682,0.65788,-0.29645,-0.16922,0.030522,-0.15046,-0.46467,0.021046,-0.31826,0.14246,-0.27549,0.46527,-0.23472,-0.096394,0.24425,-0.36909,0.068386,0.39227,-0.48213,0.055487,0.078048,0.23462,-0.37102,-0.39609,0.15663,0.089132,0.075178,0.10396,-0.20399
-3.5,0.069847,0.088161,-0.21398,0.56018,0.14274,-0.35662,0.19795,-0.29116,0.23767,0.34946,-0.24395,0.29168,0.12692,0.25014,0.57299,-0.069251,-0.22138,-0.26179,-0.23942,-0.01762,0.10796,0.088642,0.25373,0.0093297,0.44128,-0.074449,0.82068,0.19199,-0.25322,-0.31771,0.14794,-0.06418,0.21674,0.14421,-0.019875,-0.25231,-0.45294,-0.13262,0.25808,0.065243,-0.37284,0.052722,0.11626,-0.26459,0.046607,0.017879,-0.34254,0.10763,0.16848,0.32512,0.3163
-3,-0.41232,-0.27998,0.15639,0.15668,0.15789,1.1602,0.17693,0.34781,0.29506,0.20623,-0.081614,0.24299,-0.2141,-0.050786,-0.12287,0.049679,0.72169,-0.531,0.23658,-0.45201,-0.10913,0.35929,0.051576,-0.2918,-0.18423,0.23275,-0.19199,0.09012,0.03682,-0.1744,0.66224,0.20728,-0.59228,0.069504,-0.18652,0.26635,-0.22838,-0.026167,0.15875,0.26609,-0.35452,-0.09549,-0.13826,-0.19235,0.53277,0.12416,-0.37601,0.27725,0.63822,0.31103,-0.45476
-2.5,-0.14082,0.38629,-0.20376,0.14468,0.2477,-0.25809,0.007801,-0.94,-0.26713,-0.026721,-0.31547,0.5592,-0.34839,-0.039916,0.14267,0.5467,-0.30645,0.48198,0.14322,-0.14909,0.28714,0.20921,-0.031734,0.16609,0.02458,0.16774,0.32464,0.5933,-0.26285,0.73923,-0.49537,0.035971,0.24973,0.14984,-0.12833,-0.010388,-0.10167,-0.13582,0.29114,0.1391,-0.17974,0.29452,0.11366,0.26246,0.20489,-0.23503,-0.15648,0.2339,0.19119,0.00038247,0.040621
-2,0.3993,-0.15512,0.19484,-0.019184,-0.010228,0.40155,0.33996,0.36062,0.53635,0.18297,0.4167,0.1574,0.38818,0.29337,0.40276,0.59184,0.2044,1.1097,0.20664,0.16396,0.88805,0.78284,0.72966,0.72082,0.51206,0.22451,0.49006,0.23471,0.69906,0.33028,0.094805,0.21503,0.4058,0.085133,-0.018058,0.27814,0.25696,0.0117,0.0044955,0.19899,-0.32009,-0.32168,-0.12759,0.012372,0.15917,0.49899,0.30512,-0.007787,0.027751,-0.27319,0.016929
-1.5,-0.040737,0.1609,-0.16013,0.27473,0.61779,0.17369,0.38548,0.54167,0.29523,0.57485,0.61358,0.74985,0.60562,0.96509,1.227,1.6286,1.5883,2.0414,1.2444,1.7967,1.6297,2.2496,1.3465,1.313,1.3425,0.82679,1.2353,1.0851,1.2719,1.2404,1.6116,1.2466,0.70461,0.52878,0.87148,0.25855,1.1398,0.88465,0.3349,-0.089448,0.78319,0.29864,0.66359,-0.22368,0.040336,0.19028,0.1744,-0.00013968,0.29922,-0.22763,0.03289
-1,0.14161,0.3018,0.41613,-0.063576,-0.096431,0.85862,0.71037,0.54705,1.4241,1.2065,1.7625,1.6862,2.5565,2.7455,2.4251,3.0635,3.2199,3.6642,3.1563,3.802,4.0177,3.2276,3.4064,3.1091,3.5572,3.7339,3.8202,3.2204,3.5003,2.4027,2.1081,2.4068,2.3483,2.0404,1.256,1.6849,1.1648,1.6106,1.3815,0.8594,0.86461,0.5858,0.7769,0.98183,0.30673,0.66856,0.28101,0.13284,0.27698,-0.055539,0.042104
